LATITUDE,LONGITUDE,MUNICIPIO
-7.72,-35.32,BUENOS AIRES
-8.62,-37.15,BUIQUE
-8.28,-35.03,CABO DE SANTO AGOSTINHO
-8.51,-39.3,CABROBO
-8.48,-36.23,CACHOEIRINHA
-8.77,-36.62,CAETES
-8.74,-36.33,CALCADO
-7.94,-38.15,CALUMBI
-8.02,-34.98,CAMARAGIBE
-8.35,-35.76,CAMOCIM DE SAO FELIX
-7.4,-35.27,CAMUTANGA
-8.88,-36.19,CANHOTINHO
-8.73,-36.62,CAPOEIRAS
-7.8,-37.79,CARNAIBA
-8.32,-38.74,CARNAUBEIRA DA PENHA
-7.85,-35.25,CARPINA
-8.28,-35.97,CARUARU
-7.74,-35.72,CASINHAS
-8.66,-35.71,CATENDE
-7.72,-39.23,CEDRO
-8,-35.21,CHA DE ALEGRIA
-8.23,-35.46,CHA GRANDE
-7.58,-35.1,CONDADO
-9.12,-36.33,CORRENTES
-8.47,-35.54,CORTES
-8,-35.69,CUMARU
-8.61,-35.95,CUPIRA
-8.08,-37.64,CUSTODIA
-8.44,-40.77,DORMENTES
-8.35,-35.22,ESCADA
-7.51,-39.72,EXU
-7.95,-35.38,FEIRA NOVA
-3.84,-32.41,FERNANDO DE NORONHA
-7.44,-35.24,FERREIROS
-7.86,-37.97,FLORES
-8.6,-38.56,FLORESTA
-7.94,-35.91,FREI MIGUELINHO
-8.58,-35.38,GAMELEIRA
-8.89,-36.49,GARANHUNS
-8,-35.29,GLORIA DO GOITA
-7.56,-35,GOIANA
-7.71,-39.61,GRANITO
-8.2,-35.56,GRAVATA
-9.04,-36.84,IATI
-8.54,-37.69,IBIMIRIM
-8.58,-36.17,IBIRAJUBA
-7.83,-34.9,IGARASSU
-7.83,-37.51,IGUARACI
-8.9,-37.82,INAJA
-7.67,-37.46,INGAZEIRA
-8.39,-35.06,IPOJUCA
-7.65,-40.14,IPUBI
-8.83,-38.7,ITACURUBA
-8.94,-37.42,ITAIBA
-7.74,-34.82,ITAMARACA
-7.41,-35.11,ITAMBE
-7.37,-37.19,ITAPETIM
-7.77,-34.89,ITAPISSUMA
-7.66,-35.1,ITAQUITINGA
-8.11,-35.01,JABOATAO DOS GUARARAPES
-8.72,-35.79,JAQUEIRA
-7.99,-36.49,JATAUBA
-9.18,-38.26,JATOBA
-7.85,-35.58,JOAO ALFREDO
-8.62,-35.53,JOAQUIM NABUCO
-8.7,-36.48,JUCATI
-8.71,-36.41,JUPI
-8.71,-36.13,JUREMA
-7.84,-35.32,LAGOA DO CARRO
-7.93,-35.29,LAGOA DO ITAENGA
-9.12,-36.45,LAGOA DO OURO
-8.65,-35.9,LAGOA DOS GATOS
-8.99,-40.27,LAGOA GRANDE
-8.66,-36.32,LAJEDO
-7.87,-35.45,LIMOEIRO
-7.55,-35.45,MACAPARANA
-7.69,-35.52,MACHADOS
-8.96,-37.62,MANARI
-8.8,-35.82,MARAIAL
-8.11,-38.72,MIRANDIBA
-7.63,-39.55,MOREILANDIA
-8.11,-35.09,MORENO
-7.74,-35.22,NAZARE DA MATA
-8,-34.85,OLINDA
-7.74,-35.6,OROBO
-8.62,-39.6,OROCO
-7.88,-40.08,OURICURI
-8.68,-35.59,PALMARES
-9,-36.32,PALMEIRINA
-8.66,-36,PANELAS
-8.92,-36.65,PARANATAMA
-8.09,-39.57,PARNAMIRIM
-7.99,-35.58,PASSIRA
-7.89,-35.18,PAUDALHO
-7.94,-34.87,PAULISTA
-8.49,-36.94,PEDRA
-8.35,-36.69,PESQUEIRA
-9.06,-38.3,PETROLANDIA
-9.39,-40.5,PETROLINA
-8.18,-36.7,POCAO
-8.14,-35.39,POMBOS
-8.33,-35.35,PRIMAVERA
-8.82,-36.01,QUIPAPA
-7.72,-37.84,QUIXABA
-8.05,-34.88,RECIFE
-8.13,-35.85,RIACHO DAS ALMAS
-8.51,-35.37,RIBEIRAO
-8.66,-35.15,RIO FORMOSO
-8.32,-35.7,SAIRE
-7.93,-35.63,SALGADINHO
-8.06,-39.12,SALGUEIRO
-8.97,-36.68,SALOA
-8.36,-36.56,SANHARO
-8.24,-40.33,SANTA CRUZ
-7.82,-38.15,SANTA CRUZ DA BAIXA VERDE
-7.95,-36.2,SANTA CRUZ DO CAPIBARIBE
-8.16,-40.61,SANTA FILOMENA
-8.8,-39.82,SANTA MARIA DA BOA VISTA
-7.84,-35.9,SANTA MARIA DO CAMBUCA
-7.37,-37.48,SANTA TEREZINHA
-8.8,-35.95,SAO BENEDITO DO SUL
-8.52,-36.44,SAO BENTO DO UNA
-8.32,-36.14,SAO CAITANO
-8.87,-36.36,SAO JOAO
-8.43,-35.8,SAO JOAQUIM DO MONTE
-8.89,-35.14,SAO JOSE DA COROA GRANDE
-7.86,-38.76,SAO JOSE DO BELMONTE
-7.47,-37.27,SAO JOSE DO EGITO
-8,-35.01,SAO LOURENCO DA MATA
-7.59,-35.49,SAO VICENTE FERRER
-7.98,-38.29,SERRA TALHADA
-7.93,-39.29,SERRITA
-8.07,-37.26,SERTANIA
-8.59,-35.11,SIRINHAEM
-7.6,-37.65,SOLIDAO
-7.81,-35.74,SURUBIM
-7.59,-37.53,TABIRA
-8.31,-36.29,TACAIMBO
-9.1,-38.15,TACARATU
-8.76,-35.1,TAMANDARE
-7.9,-36.04,TAQUARITINGA DO NORTE
-9.05,-36.62,TEREZINHA
-8.23,-39.37,TERRA NOVA
-7.5,-35.31,TIMBAUBA
-7.99,-36.05,TORITAMA
-7.8,-35.24,TRACUNHAEM
-7.76,-40.26,TRINDADE
-7.83,-38.1,TRIUNFO
-8.75,-37.34,TUPANATINGA
-7.6,-37.31,TUPARETAMA
-8.57,-36.87,VENTUROSA
-7.92,-38.97,VERDEJANTE
-7.77,-35.85,VERTENTE DO LERIO
-7.9,-35.98,VERTENTES
-7.65,-35.32,VICENCIA
-8.11,-35.29,VITORIA DE SANTO ANTAO
-8.8,-35.62,XEXEU
-8.21,-41.08,ACAUA
-5.79,-42.66,AGRICOLANDIA
-5.89,-42.63,AGUA BRANCA
-7,-40.93,ALAGOINHA DO PIAUI
-7.24,-40.85,ALEGRETE DO PIAUI
-5.25,-42.21,ALTO LONGA
-5.03,-42.46,ALTOS
-8.42,-43.77,ALVORADA DO GURGUEIA
-6.24,-42.85,AMARANTE
-6.08,-42.73,ANGICAL DO PIAUI
-9.18,-43.04,ANISIO DE ABREU
-7.21,-44.19,ANTONIO ALMEIDA
-6.11,-41.79,AROAZES
-6.65,-42.53,ARRAIAL
-5.86,-41.03,ASSUNCAO DO PIAUI
-10.13,-43.94,AVELINO LOPES
-7.85,-45.21,BAIXA GRANDE DO RIBEIRO
-6.51,-42.11,BARRA D'ALCANTARA
-4.24,-42.29,BARRAS
-9.92,-45.47,BARREIRAS DO PIAUI
-5.81,-42.51,BARRO DURO
-4.02,-42.07,BATALHA
-7.98,-41.86,BELA VISTA DO PIAUI
-7.37,-40.97,BELEM DO PIAUI
-5.45,-42.36,BENEDITINOS
-7.64,-43.95,BERTOLINIA
-8.14,-40.79,BETANIA DO PIAUI
-4.41,-42.08,BOA HORA
-6.94,-41.32,BOCAINA
-9.07,-44.35,BOM JESUS
-3.19,-41.64,BOM PRINCIPIO DO PIAUI
-9.16,-42.87,BONFIM DO PIAUI
-4.48,-42.07,BOQUEIRAO DO PIAUI
-4.13,-41.78,BRASILEIRA
-8.21,-42.82,BREJO DO PIAUI
-3.17,-41.86,BURITI DOS LOPES
-5.31,-41.09,BURITI DOS MONTES
-4.47,-42.3,CABECEIRAS DO PIAUI
-6.76,-42.39,CAJAZEIRAS DO PIAUI
-2.92,-41.33,CAJUEIRO DA PRAIA
-7.33,-40.63,CALDEIRAO GRANDE DO PIAUI
-7.66,-41.88,CAMPINAS DO PIAUI
-8.37,-41.83,CAMPO ALEGRE DO FIDALGO
-7.13,-41.03,CAMPO GRANDE DO PIAUI
-3.81,-42.62,CAMPO LARGO DO PIAUI
-4.82,-42.16,CAMPO MAIOR
-7.68,-43.72,CANAVIEIRA
-8.11,-42.94,CANTO DO BURITI
-4.45,-41.94,CAPITAO DE CAMPOS
-8.49,-41.82,CAPITAO GERVASIO OLIVEIRA
-9.27,-43.33,CARACOL
-3.47,-41.84,CARAUBAS DO PIAUI
-7.73,-40.99,CARIDADE DO PIAUI
-5.32,-41.55,CASTELO DO PIAUI
-3.41,-41.89,CAXINGO
-3.47,-41.55,COCAL
-4.55,-41.97,COCAL DE TELHA
-3.72,-41.44,COCAL DOS ALVES
-5.06,-42.36,COIVARAS
-8.18,-43.79,COLONIA DO GURGUEIA
-7.23,-42.17,COLONIA DO PIAUI
-7.87,-41.59,CONCEICAO DO CANINDE
-8.81,-42.51,CORONEL JOSE DIAS
-10.44,-45.16,CORRENTE
-10.65,-45.18,CRISTALANDIA DO PIAUI
-8.81,-44.22,CRISTINO CASTRO
-10.03,-44.3,CURIMATA
-9,-44.41,CURRAIS
-7.83,-40.9,CURRAL NOVO DO PIAUI
-5.58,-42.77,CURRALINHOS
-5.35,-42.67,DEMERVAL LOBAO
-9.33,-42.42,DIRCEU ARCOVERDE
-6.95,-41.64,DOM EXPEDITO LOPES
-9,-41.97,DOM INOCENCIO
-4.25,-41.27,DOMINGOS MOURAO
-6.2,-42.14,ELESBAO VELOSO
-8.09,-43.66,ELISEU MARTINS
-3.9,-42.23,ESPERANTINA
-9.48,-42.79,FARTURA DO PIAUI
-7.79,-42.92,FLORES DO PIAUI
-7.46,-41.79,FLORESTA DO PIAUI
-6.76,-43.02,FLORIANO
-6.39,-42.26,FRANCINOPOLIS
-6.62,-42.69,FRANCISCO AYRES
-7.33,-40.78,FRANCISCO MACEDO
-6.99,-41.13,FRANCISCO SANTOS
-7.08,-40.61,FRONTEIRAS
-7.15,-41.36,GEMINIANO
-9.83,-45.34,GILBUES
-6.78,-43.56,GUADALUPE
-9.39,-43.68,GUARIBAS
-5.98,-42.55,HUGO NAPOLEAO
-2.85,-41.82,ILHA GRANDE
-6.66,-41.7,INHUMA
-6.82,-41.74,IPIRANGA DO PIAUI
-7.73,-41.67,ISAIAS COELHO
-7.44,-41.47,ITAINOPOLIS
-7.6,-43.02,ITAUEIRA
-7.93,-41.21,JACOBINA DO PIAUI
-7.35,-41.13,JAICOS
-6.09,-42.63,JARDIM DO MULATO
-4.77,-41.81,JATOBA DO PIAUI
-7.08,-43.51,JERUMENHA
-8.51,-42.41,JOAO COSTA
-3.5,-42.19,JOAQUIM PIRES
-3.47,-42.42,JOCA MARQUES
-4.75,-42.57,JOSE DE FREITAS
-5.17,-41.7,JUAZEIRO DO PIAUI
-10.32,-44.23,JULIO BORGES
-9.23,-43.12,JUREMA
-4.51,-42.62,LAGOA ALEGRE
-4.39,-41.6,LAGOA DE SAO FRANCISCO
-8.47,-41.52,LAGOA DO BARRO DO PIAUI
-5.41,-42.64,LAGOA DO PIAUI
-6.51,-41.58,LAGOA DO SITIO
-5.83,-42.62,LAGOINHA DO PIAUI
-7.26,-43.93,LANDRI SALES
-2.87,-41.66,LUIS CORREIA
-3.45,-42.37,LUZILANDIA
-3.48,-42.5,MADEIRO
-8.01,-43.87,MANOEL EMIDIO
-7.44,-40.66,MARCOLANDIA
-7.12,-43.89,MARCOS PARENTE
-7.46,-41.12,MASSAPE DO PIAUI
-3.71,-42.55,MATIAS OLIMPIO
-4.16,-42.89,MIGUEL ALVES
-5.68,-42.73,MIGUEL LEAO
-4.68,-41.42,MILTON BRANDAO
-5.56,-42.6,MONSENHOR GIL
-6.99,-41.03,MONSENHOR HIPOLITO
-9.75,-45.3,MONTE ALEGRE DO PIAUI
-9.72,-43.9,MORRO CABECA NO TEMPO
-3.74,-42.31,MORRO DO CHAPEU DO PIAUI
-3.31,-42.09,MURICI DOS PORTELAS
-6.97,-42.67,NAZARE DO PIAUI
-4.63,-42.17,NOSSA SENHORA DE NAZARE
-3.97,-42.62,NOSSA SENHORA DOS REMEDIOS
-6.44,-41.93,NOVO ORIENTE DO PIAUI
-5.28,-41.93,NOVO SANTO ANTONIO
-7.02,-42.13,OEIRAS
-5.84,-42.57,OLHO D'AGUA DO PIAUI
-7.35,-40.9,PADRE MARCOS
-7.77,-42.25,PAES LANDIM
-7.85,-42.82,PAJEU DO PIAUI
-8.72,-44.23,PALMEIRA DO PIAUI
-5.97,-43.06,PALMEIRAIS
-7.1,-41.7,PAQUETA
-10.22,-44.63,PARNAGUA
-2.9,-41.77,PARNAIBA
-5.85,-42.44,PASSAGEM FRANCA DO PIAUI
-7.66,-41.24,PATOS DO PIAUI
-8.14,-41.15,PAULISTANA
-7.96,-43.22,PAVUSSU
-4.42,-41.45,PEDRO II
-8.06,-42.28,PEDRO LAURENTINO
-8.08,-42.05,PETRONIO PORTELA
-7.07,-41.46,PICOS
-6.24,-41.41,PIMENTEIRAS
-6.83,-40.57,PIO IX
-3.92,-41.7,PIRACURUCA
-4.27,-41.77,PIRIPIRI
-3.89,-42.71,PORTO
-6.96,-44.18,PORTO ALEGRE DO PIAUI
-5.66,-42.2,PRATA DO PIAUI
-8.57,-41.41,QUEIMADA NOVA
-9.48,-44.58,REDENCAO DO GURGUEIA
-6.23,-42.68,REGENERACAO
-10.12,-44.95,RIACHO FRIO
-7.69,-42.71,RIBEIRA DO PIAUI
-7.55,-45.24,RIBEIRO GONCALVES
-7.77,-43.14,RIO GRANDE DO PIAUI
-7.18,-41.76,SANTA CRUZ DO PIAUI
-5.8,-41.95,SANTA CRUZ DOS MILAGRES
-9.11,-45.92,SANTA FILOMENA
-8.95,-44.12,SANTA LUZ
-6.79,-42.28,SANTA ROSA DO PIAUI
-6.94,-41.51,SANTANA DO PIAUI
-6.98,-41.23,SANTO ANTONIO DE LISBOA
-6.04,-42.71,SANTO ANTONIO DOS MILAGRES
-7.43,-41.91,SANTO INACIO DO PIAUI
-8.96,-43,SAO BRAZ DO PIAUI
-5.93,-42.11,SAO FELIX DO PIAUI
-8.23,-41.68,SAO FRANCISCO DE ASSIS DO PIAUI
-7.25,-42.54,SAO FRANCISCO DO PIAUI
-10.03,-45.3,SAO GONCALO DO GURGUEIA
-5.99,-42.7,SAO GONCALO DO PIAUI
-6.81,-41.34,SAO JOAO DA CANABRAVA
-3.95,-41.25,SAO JOAO DA FRONTEIRA
-5.51,-41.89,SAO JOAO DA SERRA
-6.94,-41.89,SAO JOAO DA VARJOTA
-3.81,-42.44,SAO JOAO DO ARRAIAL
-8.35,-42.24,SAO JOAO DO PIAUI
-3.81,-41.83,SAO JOSE DO DIVINO
-7.49,-42.56,SAO JOSE DO PEIXE
-6.87,-41.47,SAO JOSE DO PIAUI
-7.08,-40.82,SAO JULIAO
-9.16,-42.54,SAO LOURENCO DO PIAUI
-6.82,-41.32,SAO LUIS DO PIAUI
-5.86,-42.18,SAO MIGUEL DA BAIXA GRANDE
-7.58,-42.37,SAO MIGUEL DO FIDALGO
-5.5,-41.32,SAO MIGUEL DO TAPUIO
-5.92,-42.71,SAO PEDRO DO PIAUI
-9.01,-42.69,SAO RAIMUNDO NONATO
-10.81,-44.83,SEBASTIAO BARROS
-7.56,-44.06,SEBASTIAO LEAL
-4.91,-41.73,SIGEFREDO PACHECO
-7.59,-40.81,SIMOES
-7.85,-41.91,SIMPLICIO MENDES
-7.86,-42.49,SOCORRO DO PIAUI
-7.04,-41.38,SUSSUAPARA
-8.4,-42.91,TAMBORIL DO PIAUI
-6.6,-42.28,TANQUE DO PIAUI
-5.08,-42.8,TERESINA
-4.58,-42.86,UNIAO
-7.22,-44.55,URUCUI
-6.4,-41.74,VALENCA DO PIAUI
-9.23,-42.96,VARZEA BRANCA
-6.54,-42.24,VARZEA GRANDE
-7.6,-41.48,VERA MENDES
-7.13,-40.94,VILA NOVA DO PIAUI
-7.23,-41.91,WALL FERRAZ
-23.3,-50.31,ABATIA
-24.65,-48.99,ADRIANOPOLIS
-25.99,-49.33,AGUDOS DO SUL
-25.32,-49.31,ALMIRANTE TAMANDARE
-24.79,-52.71,ALTAMIRA DO PARANA
-23.12,-52.31,ALTO PARANA
-24.02,-53.44,ALTO PIQUIRI
-23.87,-53.9,ALTONIA
-22.78,-51.23,ALVORADA DO SUL
-23.09,-52.78,AMAPORA
-25.91,-53.47,AMPERE
-24.71,-53.08,ANAHY
-23.05,-50.22,ANDIRA
-23.19,-51.91,ANGULO
-25.42,-48.71,ANTONINA
-25.98,-50.19,ANTONIO OLINTO
-23.55,-51.46,APUCARANA
-23.41,-51.42,ARAPONGAS
-24.15,-49.82,ARAPOTI
-24.31,-51.78,ARAPUA
-23.93,-52.49,ARARUNA
-25.59,-49.41,ARAUCARIA
-24.38,-51.58,ARIRANHA DO IVAI
-23.37,-50.84,ASSAI
-24.42,-53.52,ASSIS CHATEAUBRIAND
-23.23,-51.66,ASTORGA
-23.15,-52.05,ATALAIA
-25.58,-49.63,BALSA NOVA
-23.11,-50.36,BANDEIRANTES
-24.03,-52.01,BARBOSA FERRAZ
-23.11,-50.18,BARRA DO JACARE
-26.25,-53.63,BARRACAO
-25.88,-53.66,BELA VISTA DA CAROBA
-22.99,-51.19,BELA VISTA DO PARAISO
-26.16,-51.55,BITURUNA
-24.24,-52.78,BOA ESPERANCA
-25.63,-53.21,BOA ESPERANCA DO IGUACU
-24.86,-51.62,BOA VENTURA DE SAO ROQUE
-25.43,-53.4,BOA VISTA DA APARECIDA
-25.2,-49.11,BOCAIUVA DO SUL
-26.19,-53.59,BOM JESUS DO SUL
-23.71,-51.76,BOM SUCESSO
-26.07,-52.83,BOM SUCESSO DO SUL
-23.94,-51.58,BORRAZOPOLIS
-24.81,-53.12,BRAGANEY
-24.19,-53.52,BRASILANDIA DO SUL
-22.79,-51.71,CAFEARA
-24.61,-53.32,CAFELANDIA
-23.9,-53.51,CAFEZAL DO SUL
-23.65,-51.35,CALIFORNIA
-23.04,-50.07,CAMBARA
-23.27,-51.27,CAMBE
-23.58,-51.57,CAMBIRA
-24.59,-52.79,CAMPINA DA LAGOA
-25.07,-51.82,CAMPINA DO SIMAO
-25.3,-49.05,CAMPINA GRANDE DO SUL
-25.03,-52.99,CAMPO BONITO
-25.97,-49.68,CAMPO DO TENENTE
-25.45,-49.52,CAMPO LARGO
-25.36,-49.45,CAMPO MAGRO
-24.04,-52.38,CAMPO MOURAO
-24.56,-51.33,CANDIDO DE ABREU
-25.66,-52.12,CANDOI
-25.37,-52.12,CANTAGALO
-25.67,-53.8,CAPANEMA
-25.47,-53.61,CAPITAO LEONIDAS MARQUES
-24.91,-50.09,CARAMBEI
-23.42,-49.72,CARLOPOLIS
-24.95,-53.45,CASCAVEL
-24.79,-50.01,CASTRO
-25.2,-53.15,CATANDUVAS
-22.82,-51.59,CENTENARIO DO SUL
-24.82,-49.26,CERRO AZUL
-25.14,-53.84,CEU AZUL
-25.85,-52.52,CHOPINZINHO
-23.66,-52.6,CIANORTE
-23.38,-52.94,CIDADE GAUCHA
-26.39,-52.47,CLEVELANDIA
-25.29,-49.22,COLOMBO
-22.83,-51.97,COLORADO
-23.55,-50.55,CONGONHINHAS
-23.63,-50.16,CONSELHEIRO MAIRINCK
-25.67,-49.53,CONTENDA
-24.79,-53.3,CORBELIA
-23.18,-50.64,CORNELIO PROCOPIO
-26.22,-52.03,CORONEL DOMINGOS SOARES
-25.98,-52.56,CORONEL VIVIDA
-24.1,-52.12,CORUMBATAI DO SUL
-26.01,-51.34,CRUZ MACHADO
-25.61,-53.12,CRUZEIRO DO IGUACU
-23.78,-53.07,CRUZEIRO DO OESTE
-22.96,-52.16,CRUZEIRO DO SUL
-24.01,-51.45,CRUZMALTINA
-25.42,-49.27,CURITIBA
-24.03,-50.45,CURIUVA
-22.65,-52.86,DIAMANTE DO NORTE
-25.04,-52.68,DIAMANTE DO SUL
-24.94,-54.1,DIAMANTE D'OESTE
-25.73,-53.05,DOIS VIZINHOS
-23.38,-53.29,DOURADINA
-23.55,-52.21,DOUTOR CAMARGO
-24.56,-49.42,DOUTOR ULYSSES
-25.94,-53.16,ENEAS MARQUES
-23.79,-52.26,ENGENHEIRO BELTRAO
-24.7,-54.23,ENTRE RIOS DO OESTE
-23.72,-53.81,ESPERANCA NOVA
-25.42,-52.83,ESPIGAO ALTO DO IGUACU
-24.1,-52.62,FAROL
-24,-51.32,FAXINAL
-25.65,-49.3,FAZENDA RIO GRANDE
-23.91,-51.97,FENIX
-25.41,-50.54,FERNANDES PINHEIRO
-23.84,-50.4,FIGUEIRA
-26.26,-53.3,FLOR DA SERRA DO SUL
-23.31,-52.3,FLORAI
-23.59,-52.08,FLORESTA
-22.86,-51.38,FLORESTOPOLIS
-23.08,-51.95,FLORIDA
-24.29,-53.31,FORMOSA DO OESTE
-25.54,-54.58,FOZ DO IGUACU
-25.64,-52.1,FOZ DO JORDAO
-24.06,-53.84,FRANCISCO ALVES
-26.08,-53.05,FRANCISCO BELTRAO
-26.42,-51.31,GENERAL CARNEIRO
-24.17,-51.92,GODOY MOREIRA
-24.18,-53.02,GOIOERE
-25.19,-51.99,GOIOXIM
-24.14,-51.5,GRANDES RIOS
-24.08,-54.25,GUAIRA
-22.93,-52.68,GUAIRACA
-25.19,-50.8,GUAMIRANGA
-23.51,-50.04,GUAPIRAMA
-23.34,-52.77,GUAPOREMA
-22.97,-51.65,GUARACI
-25.1,-52.87,GUARANIACU
-25.39,-51.45,GUARAPUAVA
-25.3,-48.32,GUARAQUECABA
-25.88,-48.57,GUARATUBA
-26.14,-52.38,HONORIO SERPA
-23.84,-50.18,IBAITI
-25.1,-53.01,IBEMA
-23.26,-51.04,IBIPORA
-23.39,-53.61,ICARAIMA
-23.19,-51.82,IGUARACU
-24.64,-53.13,IGUATU
-24.44,-50.76,IMBAU
-25.23,-50.6,IMBITUVA
-25.57,-51.07,INACIO MARTINS
-22.74,-52.19,INAJA
-23.47,-52.69,INDIANOPOLIS
-25.02,-50.58,IPIRANGA
-24,-53.7,IPORA
-24.42,-53.35,IRACEMA DO OESTE
-25.46,-50.65,IRATI
-24.42,-52.1,IRETAMA
-22.61,-51.96,ITAGUAJE
-25.13,-54.3,ITAIPULANDIA
-23.01,-50.4,ITAMBARACA
-23.66,-51.99,ITAMBE
-25.96,-52.81,ITAPEJARA D'OESTE
-25.22,-49.34,ITAPERUCU
-22.73,-52.88,ITAUNA DO SUL
-25.01,-50.85,IVAI
-24.24,-51.68,IVAIPORA
-23.4,-53.36,IVATE
-23.61,-52.22,IVATUBA
-23.74,-50.07,JABOTI
-23.16,-49.96,JACAREZINHO
-23.11,-51.53,JAGUAPITA
-24.25,-49.7,JAGUARIAIVA
-23.6,-51.64,JANDAIA DO SUL
-24.14,-52.78,JANIOPOLIS
-23.81,-50.13,JAPIRA
-23.47,-52.55,JAPURA
-24.17,-51.69,JARDIM ALEGRE
-22.54,-52.06,JARDIM OLINDA
-23.25,-50.98,JATAIZINHO
-24.38,-53.38,JESUITAS
-23.49,-49.9,JOAQUIM TAVORA
-23.43,-50.24,JUNDIAI DO SUL
-24.42,-52.84,JURANDA
-23.62,-52.46,JUSSARA
-23.81,-51.66,KALORE
-25.77,-49.71,LAPA
-24.88,-52.46,LARANJAL
-25.4,-52.41,LARANJEIRAS DO SUL
-23.08,-50.75,LEOPOLIS
-24.1,-51.65,LIDIANOPOLIS
-25.26,-53.57,LINDOESTE
-22.92,-53.13,LOANDA
-23,-51.95,LOBATO
-23.31,-51.16,LONDRINA
-24.28,-52.27,LUIZIANA
-24.07,-51.73,LUNARDELLI
-22.75,-51.65,LUPIONOPOLIS
-25.87,-50.82,MALLET
-24.31,-52.53,MAMBORE
-23.34,-52.09,MANDAGUACU
-23.54,-51.67,MANDAGUARI
-25.77,-49.32,MANDIRITUBA
-26.14,-53.31,MANFRINOPOLIS
-25.94,-52.17,MANGUEIRINHA
-24.51,-51.66,MANOEL RIBAS
-24.55,-54.05,MARECHAL CANDIDO RONDON
-23.61,-53.2,MARIA HELENA
-23.48,-51.79,MARIALVA
-23.74,-51.3,MARILANDIA DO SUL
-22.73,-53.04,MARILENA
-24,-53.14,MARILUZ
-23.42,-51.93,MARINGA
-26.35,-52.55,MARIOPOLIS
-24.41,-53.83,MARIPA
-26.14,-53.02,MARMELEIRO
-25.11,-52.25,MARQUINHO
-23.7,-51.63,MARUMBI
-25.24,-53.99,MATELANDIA
-25.81,-48.54,MATINHOS
-24.7,-52.14,MATO RICO
-23.9,-51.22,MAUA DA SERRA
-25.29,-54.09,MEDIANEIRA
-24.45,-54.16,MERCEDES
-23.25,-52.77,MIRADOR
-22.96,-51.45,MIRASELVA
-25.09,-54.24,MISSAL
-24.06,-53,MOREIRA SALES
-25.47,-48.83,MORRETES
-23.14,-51.77,MUNHOZ DE MELO
-22.91,-51.79,NOSSA SENHORA DAS GRACAS
-23.17,-52.6,NOVA ALIANCA DO IVAI
-23.33,-50.71,NOVA AMERICA DA COLINA
-24.52,-53.25,NOVA AURORA
-24.67,-52.56,NOVA CANTU
-23.18,-52.2,NOVA ESPERANCA
-25.9,-53.26,NOVA ESPERANCA DO SUDOESTE
-23.43,-50.56,NOVA FATIMA
-25.3,-52.54,NOVA LARANJEIRAS
-22.76,-52.98,NOVA LONDRINA
-23.47,-53.08,NOVA OLIMPIA
-25.63,-53.34,NOVA PRATA DO IGUACU
-23.59,-50.72,NOVA SANTA BARBARA
-24.46,-53.95,NOVA SANTA ROSA
-24.43,-51.94,NOVA TEBAS
-23.76,-51.5,NOVO ITACOLOMI
-24.2,-50.94,ORTIGUEIRA
-23.4,-52.19,OURIZONA
-24.8,-53.9,OURO VERDE DO OESTE
-23.45,-52.04,PAICANDU
-26.48,-51.99,PALMAS
-25.42,-50,PALMEIRA
-24.89,-52.2,PALMITAL
-24.28,-53.84,PALOTINA
-23.28,-52.6,PARAISO DO NORTE
-22.93,-52.15,PARANACITY
-25.52,-48.5,PARANAGUA
-22.63,-52.09,PARANAPOEMA
-23.07,-52.46,PARANAVAI
-24.62,-54.22,PATO BRAGADO
-26.22,-52.67,PATO BRANCO
-26.2,-50.93,PAULA FREITAS
-26.04,-50.83,PAULO FRONTIN
-23.91,-52.34,PEABIRU
-23.89,-53.41,PEROBAL
-23.8,-53.68,PEROLA
-25.82,-53.74,PEROLA D'OESTE
-26.09,-49.42,PIEN
-25.44,-49.19,PINHAIS
-26.03,-53.48,PINHAL DE SAO BENTO
-23.79,-50.05,PINHALAO
-25.69,-51.66,PINHAO
-24.52,-49.94,PIRAI DO SUL
-25.44,-49.06,PIRAQUARA
-24.75,-51.76,PITANGA
-23.23,-51.58,PITANGUEIRAS
-23,-52.91,PLANALTINA DO PARANA
-25.71,-53.76,PLANALTO
-25.09,-50.16,PONTA GROSSA
-25.67,-48.51,PONTAL DO PARANA
-22.75,-51.37,PORECATU
-25.54,-49.89,PORTO AMAZONAS
-25.54,-52.4,PORTO BARREIRO
-22.77,-53.26,PORTO RICO
-26.16,-51.23,PORTO VITORIA
-23.03,-51.44,PRADO FERREIRA
-26.02,-53.74,PRANCHITA
-23.27,-52.15,PRESIDENTE CASTELO BRANCO
-22.85,-51.02,PRIMEIRO DE MAIO
-25.21,-50.97,PRUDENTOPOLIS
-24.27,-53.07,QUARTO CENTENARIO
-23.56,-49.91,QUATIGUA
-25.36,-49.07,QUATRO BARRAS
-24.57,-53.97,QUATRO PONTES
-25.45,-52.9,QUEDAS DO IGUACU
-23.08,-53.48,QUERENCIA DO NORTE
-23.85,-52.13,QUINTA DO SOL
-25.87,-49.49,QUITANDINHA
-25.12,-54.02,RAMILANDIA
-23.07,-50.91,RANCHO ALEGRE
-24.3,-52.95,RANCHO ALEGRE D'OESTE
-25.76,-53.52,REALEZA
-25.62,-50.69,REBOUCAS
-26.15,-52.96,RENASCENCA
-24.65,-50.85,RESERVA
-25.83,-52.02,RESERVA DO IGUACU
